UpdateTime,Open,High,Low,Close,Volume,Turnover,open_bid_price1,close_bid_price1,open_ask_price1,close_ask_price1
2020-07-01 09:00:00,7944.0,7986.0,7944.0,7985.0,3700.0,29477976.0,7944.0,7984.0,7946.0,7986.0
2020-07-01 09:01:00,7984.0,7988.0,7969.0,7969.0,2196.0,17520964.0,7984.0,7969.0,7988.0,7970.0
2020-07-01 09:02:00,7969.0,7986.0,7969.0,7986.0,1349.0,10765687.0,7966.0,7984.0,7967.0,7986.0
2020-07-01 09:03:00,7986.0,7993.0,7980.0,7982.0,1733.0,13842201.0,7987.0,7980.0,7988.0,7983.0
2020-07-01 09:04:00,7982.0,7989.0,7973.0,7974.0,1082.0,8627868.0,7982.0,7973.0,7983.0,7974.0
2020-07-01 09:05:00,7974.0,7989.0,7973.0,7987.0,1114.0,8894718.0,7972.0,7986.0,7974.0,7987.0
2020-07-01 09:06:00,7987.0,7998.0,7987.0,7995.0,1969.0,15743728.0,7987.0,7994.0,7988.0,7995.0
2020-07-01 09:07:00,7995.0,8001.0,7985.0,7985.0,1644.0,13146422.0,7994.0,7985.0,7996.0,7987.0
2020-07-01 09:08:00,7987.0,7995.0,7986.0,7989.0,820.0,6543600.0,7985.0,7988.0,7987.0,7989.0
2020-07-01 09:09:00,7988.0,7990.0,7981.0,7986.0,763.0,6088740.0,7988.0,7986.0,7989.0,7987.0
2020-07-01 09:10:00,7987.0,7998.0,7987.0,7993.0,850.0,6800728.0,7986.0,7992.0,7987.0,7994.0
2020-07-01 09:11:00,7992.0,7995.0,7988.0,7993.0,531.0,4237911.0,7993.0,7992.0,7994.0,7993.0
2020-07-01 09:12:00,7993.0,8000.0,7993.0,7999.0,992.0,7936403.0,7992.0,7998.0,7993.0,7999.0
2020-07-01 09:13:00,7999.0,8002.0,7995.0,8000.0,962.0,7698897.0,7998.0,8000.0,8000.0,8002.0
2020-07-01 09:14:00,8002.0,8002.0,7994.0,7998.0,842.0,6742741.0,8001.0,7997.0,8002.0,7999.0
2020-07-01 09:15:00,7998.0,8010.0,7997.0,8010.0,1799.0,14386070.0,7998.0,8009.0,7999.0,8010.0
2020-07-01 09:16:00,8010.0,8010.0,8002.0,8003.0,931.0,7457820.0,8009.0,8003.0,8010.0,8005.0
2020-07-01 09:17:00,8003.0,8020.0,8003.0,8020.0,1973.0,15807894.0,8003.0,8017.0,8005.0,8019.0
2020-07-01 09:18:00,8020.0,8020.0,8010.0,8012.0,1641.0,13163106.0,8019.0,8012.0,8020.0,8013.0
2020-07-01 09:19:00,8013.0,8014.0,8007.0,8012.0,655.0,5233450.0,8012.0,8011.0,8013.0,8012.0
2020-07-01 09:20:00,8012.0,8024.0,8012.0,8016.0,2211.0,17726420.0,8012.0,8015.0,8013.0,8018.0
2020-07-01 09:21:00,8016.0,8017.0,8012.0,8013.0,876.0,7032133.0,8016.0,8013.0,8017.0,8014.0
2020-07-01 09:22:00,8013.0,8022.0,8012.0,8017.0,931.0,7473555.0,8013.0,8017.0,8014.0,8018.0
2020-07-01 09:23:00,8017.0,8019.0,8011.0,8011.0,541.0,4324754.0,8017.0,8011.0,8018.0,8013.0
2020-07-01 09:24:00,8011.0,8015.0,8011.0,8014.0,483.0,3861102.0,8012.0,8014.0,8013.0,8015.0
2020-07-01 09:25:00,8015.0,8015.0,7996.0,8000.0,2395.0,19181121.0,8014.0,7999.0,8015.0,8002.0
2020-07-01 09:26:00,8001.0,8003.0,7996.0,8003.0,1103.0,8818485.0,7999.0,8002.0,8001.0,8003.0
2020-07-01 09:27:00,8003.0,8004.0,7993.0,7999.0,877.0,7011615.0,8002.0,7998.0,8003.0,7999.0
2020-07-01 09:28:00,7998.0,8002.0,7996.0,8000.0,440.0,3517800.0,7998.0,7999.0,7999.0,8000.0
2020-07-01 09:29:00,8000.0,8005.0,8000.0,8005.0,535.0,4277325.0,8000.0,8004.0,8001.0,8005.0
2020-07-01 09:30:00,8004.0,8007.0,8002.0,8002.0,463.0,3701685.0,8003.0,8002.0,8004.0,8003.0
2020-07-01 09:31:00,8002.0,8002.0,7995.0,7997.0,590.0,4717050.0,8000.0,7996.0,8002.0,7998.0
2020-07-01 09:32:00,7996.0,8001.0,7996.0,7997.0,565.0,4517175.0,7995.0,7997.0,7996.0,7999.0
2020-07-01 09:33:00,7999.0,7999.0,7985.0,7987.0,1641.0,13119795.0,7997.0,7986.0,7999.0,7987.0
2020-07-01 09:34:00,7986.0,7989.0,7978.0,7989.0,1710.0,13671450.0,7985.0,7988.0,7986.0,7989.0
2020-07-01 09:35:00,7988.0,7989.0,7984.0,7985.0,816.0,6523920.0,7987.0,7985.0,7989.0,7986.0
2020-07-01 09:36:00,7986.0,7990.0,7983.0,7988.0,677.0,5412615.0,7984.0,7986.0,7986.0,7988.0
2020-07-01 09:37:00,7987.0,7989.0,7983.0,7988.0,526.0,4159936.0,7985.0,7987.0,7987.0,7988.0
2020-07-01 09:38:00,7988.0,7999.0,7987.0,7995.0,883.0,7058702.0,7987.0,7995.0,7988.0,7996.0
2020-07-01 09:39:00,7996.0,7996.0,7992.0,7994.0,271.0,2166374.0,7995.0,7993.0,7996.0,7994.0
2020-07-01 09:40:00,7993.0,8000.0,7993.0,8000.0,399.0,3189606.0,7992.0,7998.0,7994.0,8000.0
2020-07-01 09:41:00,7998.0,7999.0,7995.0,7999.0,187.0,1494878.0,7997.0,7998.0,7998.0,7999.0
2020-07-01 09:42:00,7999.0,7999.0,7991.0,7992.0,329.0,2630026.0,7998.0,7992.0,7999.0,7993.0
2020-07-01 09:43:00,7992.0,7995.0,7991.0,7994.0,189.0,1510866.0,7992.0,7993.0,7993.0,7994.0
2020-07-01 09:44:00,7994.0,7994.0,7984.0,7985.0,417.0,3333498.0,7993.0,7986.0,7994.0,7987.0
2020-07-01 09:45:00,7987.0,7993.0,7984.0,7990.0,438.0,3501372.0,7986.0,7991.0,7987.0,7992.0
2020-07-01 09:46:00,7991.0,7993.0,7990.0,7990.0,85.0,679490.0,7990.0,7990.0,7992.0,7991.0
2020-07-01 09:47:00,7991.0,7991.0,7985.0,7987.0,307.0,2454158.0,7990.0,7986.0,7991.0,7987.0
2020-07-01 09:48:00,7987.0,7992.0,7986.0,7991.0,272.0,2174368.0,7987.0,7989.0,7988.0,7992.0
2020-07-01 09:49:00,7991.0,7993.0,7987.0,7993.0,95.0,759430.0,7989.0,7991.0,7991.0,7993.0
2020-07-01 09:50:00,7993.0,7996.0,7989.0,7995.0,378.0,3021732.0,7991.0,7993.0,7993.0,7996.0
2020-07-01 09:51:00,7996.0,7996.0,7992.0,7994.0,268.0,2142392.0,7994.0,7992.0,7996.0,7994.0
2020-07-01 09:52:00,7994.0,7994.0,7990.0,7990.0,157.0,1255058.0,7992.0,7990.0,7994.0,7992.0
2020-07-01 09:53:00,7990.0,7992.0,7990.0,7992.0,111.0,887334.0,7990.0,7992.0,7992.0,7993.0
2020-07-01 09:54:00,7992.0,7992.0,7990.0,7992.0,108.0,863352.0,7992.0,7990.0,7993.0,7992.0
2020-07-01 09:55:00,7990.0,7992.0,7990.0,7991.0,114.0,911316.0,7990.0,7991.0,7992.0,7993.0
2020-07-01 09:56:00,7991.0,7995.0,7990.0,7994.0,120.0,959280.0,7991.0,7993.0,7992.0,7994.0
2020-07-01 09:57:00,7993.0,7994.0,7992.0,7993.0,126.0,1007244.0,7993.0,7993.0,7994.0,7994.0
2020-07-01 09:58:00,7994.0,7995.0,7993.0,7995.0,78.0,623532.0,7993.0,7994.0,7994.0,7995.0
2020-07-01 09:59:00,7994.0,8004.0,7994.0,8003.0,766.0,6123404.0,7994.0,8002.0,7995.0,8003.0
2020-07-01 10:00:00,8002.0,8003.0,7996.0,7998.0,490.0,3917060.0,8002.0,7997.0,8003.0,7999.0
2020-07-01 10:01:00,7998.0,8002.0,7997.0,8000.0,354.0,2829876.0,7997.0,7999.0,7999.0,8000.0
2020-07-01 10:02:00,8000.0,8000.0,7996.0,7999.0,366.0,2925804.0,7999.0,7999.0,8000.0,8000.0
2020-07-01 10:03:00,7999.0,7999.0,7996.0,7996.0,136.0,1087184.0,7999.0,7996.0,8000.0,7998.0
2020-07-01 10:04:00,7996.0,7998.0,7994.0,7996.0,148.0,1183112.0,7996.0,7996.0,7998.0,7997.0
2020-07-01 10:05:00,7996.0,7997.0,7988.0,7989.0,381.0,3045714.0,7996.0,7989.0,7997.0,7991.0
2020-07-01 10:06:00,7989.0,7993.0,7985.0,7992.0,345.0,2757930.0,7990.0,7991.0,7991.0,7992.0
2020-07-01 10:07:00,7992.0,7992.0,7987.0,7987.0,243.0,1942542.0,7990.0,7987.0,7992.0,7989.0
2020-07-01 10:08:00,7989.0,7992.0,7988.0,7992.0,149.0,1191106.0,7987.0,7990.0,7989.0,7992.0
2020-07-01 10:09:00,7990.0,7991.0,7985.0,7987.0,392.0,3133648.0,7990.0,7987.0,7992.0,7989.0
2020-07-01 10:10:00,7986.0,7993.0,7986.0,7990.0,419.0,3349486.0,7986.0,7988.0,7989.0,7990.0
2020-07-01 10:11:00,7988.0,7991.0,7985.0,7987.0,278.0,2222332.0,7988.0,7987.0,7990.0,7989.0
2020-07-01 10:12:00,7987.0,7988.0,7981.0,7985.0,479.0,3829126.0,7985.0,7983.0,7987.0,7985.0
2020-07-01 10:13:00,7985.0,7987.0,7983.0,7985.0,263.0,2102422.0,7983.0,7985.0,7985.0,7986.0
2020-07-01 10:14:00,7985.0,7990.0,7985.0,7988.0,297.0,2374218.0,7985.0,7988.0,7986.0,7990.0
2020-07-01 10:15:00,7988.0,7988.0,7988.0,7988.0,0.0,0.0,,,,
2020-07-01 10:30:00,7990.0,7994.0,7988.0,7991.0,207.0,1654758.0,7990.0,7990.0,7992.0,7991.0
2020-07-01 10:31:00,7991.0,7991.0,7983.0,7985.0,423.0,3381462.0,7990.0,7984.0,7991.0,7985.0
2020-07-01 10:32:00,7985.0,7987.0,7980.0,7981.0,691.0,5523854.0,7984.0,7980.0,7985.0,7981.0
2020-07-01 10:33:00,7980.0,7987.0,7978.0,7987.0,551.0,4404694.0,7978.0,7985.0,7980.0,7987.0
2020-07-01 10:34:00,7985.0,7987.0,7985.0,7985.0,92.0,735448.0,7985.0,7986.0,7987.0,7987.0
2020-07-01 10:35:00,7985.0,7986.0,7982.0,7985.0,451.0,3605294.0,7986.0,7985.0,7987.0,7986.0
2020-07-01 10:36:00,7985.0,7985.0,7982.0,7983.0,175.0,1398950.0,7985.0,7983.0,7986.0,7985.0
2020-07-01 10:37:00,7983.0,7985.0,7983.0,7985.0,75.0,599550.0,7983.0,7983.0,7985.0,7985.0
2020-07-01 10:38:00,7984.0,7988.0,7984.0,7988.0,200.0,1598800.0,7984.0,7987.0,7985.0,7988.0
2020-07-01 10:39:00,7988.0,7989.0,7985.0,7985.0,150.0,1199100.0,7987.0,7985.0,7988.0,7986.0
2020-07-01 10:40:00,7986.0,7986.0,7983.0,7983.0,138.0,1043745.0,7985.0,7983.0,7986.0,7985.0
2020-07-01 10:41:00,7983.0,7986.0,7983.0,7983.0,121.0,967153.0,7983.0,7983.0,7985.0,7985.0
2020-07-01 10:42:00,7983.0,7986.0,7981.0,7986.0,177.0,1414761.0,7983.0,7986.0,7985.0,7987.0
2020-07-01 10:43:00,7987.0,7991.0,7987.0,7989.0,209.0,1670537.0,7986.0,7989.0,7987.0,7990.0
2020-07-01 10:44:00,7989.0,7989.0,7984.0,7984.0,264.0,2110152.0,7988.0,7982.0,7989.0,7983.0
2020-07-01 10:45:00,7982.0,7985.0,7981.0,7984.0,176.0,1406768.0,7982.0,7984.0,7983.0,7985.0
2020-07-01 10:46:00,7984.0,7986.0,7982.0,7982.0,132.0,1055076.0,7984.0,7982.0,7985.0,7983.0
2020-07-01 10:47:00,7982.0,7985.0,7982.0,7983.0,118.0,943174.0,7982.0,7983.0,7983.0,7985.0
2020-07-01 10:48:00,7985.0,7985.0,7982.0,7983.0,110.0,879230.0,7983.0,7982.0,7985.0,7983.0
2020-07-01 10:49:00,7982.0,7984.0,7978.0,7983.0,543.0,4340199.0,7982.0,7983.0,7983.0,7984.0
2020-07-01 10:50:00,7983.0,7983.0,7962.0,7962.0,2194.0,17473171.0,7983.0,7962.0,7984.0,7965.0
2020-07-01 10:51:00,7965.0,7972.0,7964.0,7964.0,1597.0,12763224.0,7964.0,7966.0,7965.0,7967.0
2020-07-01 10:52:00,7968.0,7975.0,7968.0,7975.0,729.0,5826168.0,7968.0,7975.0,7969.0,7976.0
2020-07-01 10:53:00,7975.0,7976.0,7972.0,7976.0,481.0,3844152.0,7975.0,7974.0,7976.0,7976.0
2020-07-01 10:54:00,7976.0,7976.0,7973.0,7974.0,193.0,1475985.0,7974.0,7973.0,7976.0,7974.0
2020-07-01 10:55:00,7974.0,7978.0,7971.0,7975.0,381.0,3044571.0,7973.0,7975.0,7974.0,7978.0
2020-07-01 10:56:00,7975.0,7985.0,7975.0,7980.0,643.0,5138213.0,7976.0,7979.0,7978.0,7980.0
2020-07-01 10:57:00,7980.0,7984.0,7978.0,7982.0,260.0,2077660.0,7979.0,7982.0,7980.0,7983.0
2020-07-01 10:58:00,7982.0,7987.0,7981.0,7987.0,431.0,3444121.0,7982.0,7985.0,7983.0,7987.0
2020-07-01 10:59:00,7987.0,7987.0,7982.0,7986.0,366.0,2924706.0,7985.0,7985.0,7987.0,7986.0
2020-07-01 11:00:00,7986.0,7986.0,7982.0,7984.0,229.0,1829939.0,7985.0,7983.0,7986.0,7984.0
2020-07-01 11:01:00,7983.0,7987.0,7983.0,7985.0,152.0,1214632.0,7983.0,7986.0,7984.0,7987.0
2020-07-01 11:02:00,7986.0,7989.0,7986.0,7987.0,217.0,1734047.0,7986.0,7986.0,7987.0,7987.0
2020-07-01 11:03:00,7987.0,7993.0,7987.0,7989.0,714.0,5705574.0,7987.0,7989.0,7988.0,7990.0
2020-07-01 11:04:00,7989.0,7993.0,7988.0,7990.0,307.0,2453237.0,7989.0,7988.0,7990.0,7990.0
2020-07-01 11:05:00,7990.0,7990.0,7985.0,7987.0,220.0,1758020.0,7989.0,7986.0,7990.0,7987.0
2020-07-01 11:06:00,7986.0,7989.0,7986.0,7988.0,128.0,1022848.0,7986.0,7987.0,7987.0,7989.0
2020-07-01 11:07:00,7988.0,7988.0,7985.0,7985.0,105.0,839055.0,7987.0,7985.0,7988.0,7986.0
2020-07-01 11:08:00,7985.0,7987.0,7985.0,7985.0,137.0,1094767.0,7985.0,7985.0,7986.0,7986.0
2020-07-01 11:09:00,7985.0,7987.0,7985.0,7987.0,82.0,655262.0,7985.0,7985.0,7986.0,7987.0
2020-07-01 11:10:00,7987.0,7987.0,7985.0,7986.0,70.0,559370.0,7986.0,7986.0,7987.0,7987.0
2020-07-01 11:11:00,7986.0,7990.0,7986.0,7990.0,217.0,1734047.0,7986.0,7989.0,7987.0,7990.0
2020-07-01 11:12:00,7990.0,7992.0,7988.0,7989.0,269.0,2149579.0,7989.0,7989.0,7990.0,7990.0
2020-07-01 11:13:00,7990.0,7991.0,7989.0,7989.0,103.0,823073.0,7989.0,7989.0,7990.0,7990.0
2020-07-01 11:14:00,7989.0,7990.0,7988.0,7990.0,132.0,1054812.0,7989.0,7989.0,7990.0,7990.0
2020-07-01 11:15:00,7989.0,7991.0,7989.0,7990.0,87.0,695217.0,7989.0,7989.0,7990.0,7990.0
2020-07-01 11:16:00,7991.0,7991.0,7988.0,7989.0,115.0,918965.0,7990.0,7988.0,7991.0,7989.0
2020-07-01 11:17:00,7989.0,7990.0,7989.0,7989.0,91.0,727181.0,7988.0,7988.0,7989.0,7989.0
2020-07-01 11:18:00,7989.0,7991.0,7988.0,7991.0,86.0,687226.0,7988.0,7989.0,7989.0,7991.0
2020-07-01 11:19:00,7989.0,7993.0,7989.0,7992.0,258.0,2061678.0,7989.0,7992.0,7991.0,7993.0
2020-07-01 11:20:00,7992.0,8003.0,7992.0,8003.0,1140.0,9109740.0,7992.0,8002.0,7993.0,8003.0
2020-07-01 11:21:00,8002.0,8002.0,7996.0,7996.0,703.0,5617673.0,8001.0,7996.0,8002.0,7997.0
2020-07-01 11:22:00,7996.0,7997.0,7994.0,7996.0,307.0,2453237.0,7996.0,7995.0,7997.0,7996.0
2020-07-01 11:23:00,7995.0,7998.0,7993.0,7997.0,294.0,2349354.0,7995.0,7997.0,7996.0,7998.0
2020-07-01 11:24:00,7998.0,7998.0,7993.0,7994.0,254.0,2029714.0,7997.0,7993.0,7998.0,7994.0
2020-07-01 11:25:00,7994.0,8003.0,7994.0,8001.0,594.0,4746654.0,7993.0,8002.0,7994.0,8003.0
2020-07-01 11:26:00,8001.0,8003.0,7994.0,7994.0,425.0,3396175.0,8000.0,7994.0,8004.0,7995.0
2020-07-01 11:27:00,7994.0,7995.0,7993.0,7995.0,291.0,2325381.0,7994.0,7993.0,7995.0,7995.0
2020-07-01 11:28:00,7995.0,7995.0,7983.0,7984.0,740.0,5913340.0,7994.0,7984.0,7995.0,7986.0
2020-07-01 11:29:00,7986.0,7986.0,7983.0,7985.0,449.0,3587959.0,7984.0,7984.0,7986.0,7985.0
2020-07-01 11:30:00,7985.0,7985.0,7985.0,7985.0,0.0,0.0,,,,
